,created_at,text,retweet_count,favorite_count,class_predict,followers_count,predict_class_label
21,2019-02-03 14:04:06,men caught on video vandalising pillars at world heritage site hampi   hooligans is what these so called tourists m xe2 x80 xa6 ,70,233,tech,1.43,4
22,2019-02-03 13:23:07,rt           ,20,0,sports,1.43,2
23,2019-02-03 08:52:34,good to see  healthcare  startups leading the way in medical  ai by developing  innovative ai assisted products ,7,27,business,1.43,3
24,2019-02-02 13:06:24,rt   cancerresearch  a new drug shows potential to halt cancer cells' growth by stunting the cells' biological clock  ,9,0,tech,1.43,4
25,2019-02-02 12:02:09,scientists  have developed a chemical process to convert visible light into infrared energy which may enha xe2 x80 xa6 ,8,41,tech,1.43,4
26,2019-02-02 08:55:23,researchers at  iitroorkee are working on developing a floating device that can generate electricity by harnessing xe2 x80 xa6 ,17,103,tech,1.43,4
27,2019-02-02 06:30:23,interesting read! now  ai algorithms and  machinelearning are being used to brew beer! ,26,93,tech,1.43,4
28,2019-02-01 12:08:13, apart from expected sops the social security net fir the unorganised sector is a good move to bring the xe2 x80 xa6 ,1,1,business,1.43,3
29,2019-02-01 12:01:05," budget2019 an  xe2 x80 x98election year xe2 x80 x99 budget that expectedly has something for everyone, from farmers to traders, workers xe2 x80 xa6 ",20,78,business,1.43,3
30,2019-02-01 07:04:40,a great business idea for indian startups! ,59,180,business,1.43,3
31,2019-02-01 03:34:13,"rt  phrma is cheering them on    ntrump administration proposes new rules that strip away rebate deals between pharma and pbms, xe2 x80 xa6'",10,0,world,1.43,1
32,2019-02-01 03:31:07,"whatsapp, street action, and incubation for citizen engagement  how bpac is empowering bengaluru residents to becom xe2 x80 xa6 ",6,31,business,1.43,3
33,2019-02-01 00:04:16,rt  overflowing hall as dr yogesh shouche shares details of the indian human microbiome project at able bioeconomy india con xe2 x80 xa6',9,0,tech,1.43,4
34,2019-01-31 17:58:17,rt  who are india's most generous people using their wealth for social good? i pick a few    ,6,0,world,1.43,1
35,2019-01-31 14:36:02,researchers  have designed an ingestible pill that swells upon reaching the stomach and could potentially track xe2 x80 xa6 ,24,102,tech,1.43,4
36,2019-01-31 13:36:02,"innovative! researchers  have developed a system that can translate thoughts into intelligible, recognizab xe2 x80 xa6 ",15,39,tech,1.43,4
37,2019-01-31 12:28:38,congrats to  on the unveiling of india's human space flight centre for developing critical technologies for hu xe2 x80 xa6 ,17,102,tech,1.43,4
38,2019-01-31 10:57:08,good to see how the residents of  begur have developed an app to solve their civic problems ,15,56,tech,1.43,4
39,2019-01-31 07:29:29,rt  here xe2 x80 x99s what the  md and chairperson  expects from the interim  budget2019  xc2 xa0 ,2,0,world,1.43,1
40,2019-01-31 06:55:35," budget2019 will need to provide priority attention to  agriculture,  healthcare  amp   education sectors  it should of xe2 x80 xa6 ",16,61,business,1.43,3
41,2019-01-31 04:51:14,rt  three industry stalwarts agree that the workplace is seeing favourable changes towards women  n arundhatibhattacharya ,9,0,tech,1.43,4
42,2019-01-30 12:26:39,rt  expectations  budget2019   shares a  mustdo for  healthcare  science  technology  startups  gst  digitaltransf xe2 x80 xa6',4,0,business,1.43,3
43,2019-01-30 09:46:11,this  agritech app helps small  amp  marginal farmers gather detailed information about crops and pest management while xe2 x80 xa6 ,31,111,tech,1.43,4
44,2019-01-30 08:17:19,rt   interestingread  this new way of understanding disease is changing  medicine ,4,0,tech,1.43,4
45,2019-01-29 20:55:52,"rt  very true  statement by minister hegde is deplorable, should not make such comments ",27,0,world,1.43,1
46,2019-01-29 18:23:31,i hope this will evoke good behaviour  ,4,16,tech,1.43,4
47,2019-01-29 17:29:42,a very important message from our pm  on mental health which affects our well being  ,23,122,tech,1.43,4
48,2019-01-29 15:36:03, bengaluru student builds  affordable  ecofriendly three wheeled electric solar vehicle that needs to be charged on xe2 x80 xa6 ,71,231,tech,1.43,4
49,2019-01-29 12:27:48,researchers at  iitmandi have found a new  drugtarget for treatment of  zikavirus using an existing anti malarial d xe2 x80 xa6 ,17,77,tech,1.43,4
50,2019-01-29 07:03:48,"rt  congratulations to prof  rohini godbole (chep) for receiving the padma shri, the fourth highest civilian award in the co xe2 x80 xa6'",216,0,business,1.43,3
51,2019-01-29 06:17:27,researchers  have developed a new 3 d imaging technique to image brain with unprecedented resolution and speed ,21,67,tech,1.43,4
52,2019-01-29 04:28:06,    i will demand an apology for such fake comments ',0,4,business,1.43,3
53,2019-01-29 04:04:31,   well done',5,77,tech,1.43,4
54,2019-01-28 18:00:09,rt  areas in and around gandhinagar are now more pedestrian friendly stretches  i flagged off tendersure roads at gandhinag xe2 x80 xa6',53,0,tech,1.43,4
55,2019-01-28 17:51:41,"""more indian than anantkumar hegde""  muslim wife of congress leader   well said  xe2 x81 xa6 you and  xe2 x81 xa6 ",635,2588,world,1.43,1
56,2019-01-28 14:42:36,"high  airpollution levels are not only damaging lungs, they are also affecting the brain  this is alarming and need xe2 x80 xa6 ",40,92,tech,1.43,4
57,2019-01-28 13:03:31,good to see  karnataka giving a push to  stem education for girls at government run schools  ,13,58,tech,1.43,4
58,2019-01-28 08:59:07,rt   nitiaayog has proposed setting up of a commission for core information and communication technologies (ict) in order to ach xe2 x80 xa6',44,0,tech,1.43,4
59,2019-01-27 19:31:15,"rt  if lying means making more money, what motivates people to tell the truth? ",217,0,business,1.43,3
60,2019-01-27 19:30:57,india's tech revolution has already left the west behind    it's the best investment opportunity now    xe2 x81 xa6 and xe2 x80 xa6 ,176,442,sports,1.43,2
61,2019-01-27 19:26:15,rt  an engaging conversation with  at the  iimbwomeninmanagement   ,4,0,sports,1.43,2
62,2019-01-27 09:46:07,  no gain without pain  there r multiple infra projects ongoing to make up for decades of neg xe2 x80 xa6 ,0,0,tech,1.43,4
63,2019-01-26 13:50:50,"with prof angela belcher and neel bardhan, a mazumdar shaw onco fellow at    most impressed n inspire xe2 x80 xa6 ",10,97,sports,1.43,2
64,2019-01-26 11:19:09,"rt  in q3 fy19, the biologics segment revenue more than doubled to rs 449 crore, says biocon md ",9,0,business,1.43,3
65,2019-01-26 10:01:02,wonderful interview that brings sharp focus on the the economic impact of a startup economy   well do xe2 x80 xa6 ,26,153,business,1.43,3
66,2019-01-26 03:46:12,"rt   happyrepublicday2019 to all fellow  indians  let's be a responsible citizen and make  india the greatest    proudtobean xe2 x80 xa6""",13,0,sports,1.43,2
67,2019-01-26 02:25:04,       ,0,1,sports,1.43,2
68,2019-01-26 02:03:05,       ,0,1,sports,1.43,2
69,2019-01-26 02:00:00,wishing all my fellow citizens and the global indian diaspora a very proud and happy  republicday2019  may we all p xe2 x80 xa6 ,23,319,sports,1.43,2
70,2019-01-25 14:03:48,good to see how this pune engineer has used organic waste to produce 700 liters of biofuel to fulfil household need xe2 x80 xa6 ,37,129,tech,1.43,4
71,2019-01-25 12:25:13,"congrats to   amp   team for the successful launch of pslv c44 carrying microsat r and kalamsat v2, xe2 x80 xa6 ",10,79,tech,1.43,4
72,2019-01-25 11:59:03,"rt   cmdspeaks  on  biocon's  robust growth led by strong performance by all business segments  revenue at rs 1,56 xe2 x80 xa6""",2,0,business,1.43,3
73,2019-01-25 11:00:27,cnn anchor apologises after row over tweet on kamala harris   the world is full of racists  n,5,23,sports,1.43,2
74,2019-01-25 09:26:47,    i am disappointed to see ignorant comments from people like you who d xe2 x80 xa6 ,0,1,tech,1.43,4
75,2019-01-25 09:23:40,"rt  this  nationalvotersday, we urge all eligible voters to register themselves and exercise our right to vote in every elect xe2 x80 xa6'",7,0,world,1.43,1
76,2019-01-25 08:45:33,rt   3 7 trillion could be unlocked by the fourth industrial revolution by 2025  but could it also help close income and wealth gaps? xe2 x80 xa6',78,0,tech,1.43,4
77,2019-01-25 08:09:48,"rt   3qwithcnbctv18    chairperson  amp  md,  says small molecules sees 27  growth bolstered by  us gene xe2 x80 xa6'",5,0,business,1.43,3
78,2019-01-25 07:58:05,"rt  at davos,i give the example of how aggregation of demand  amp  bulk procerement in india has led to reduction of prices of 9 wa xe2 x80 xa6'",751,0,business,1.43,3
79,2019-01-25 06:15:49,"rt   3qwithcnbctv18    chairperson  amp  md,  says core ebitda margin grown to over 30  in q3  done well xe2 x80 xa6'",6,0,business,1.43,3
80,2019-01-25 04:14:44,"exclusive  white house preparing draft national emergency order, has identified  7 billion for wall   wouldn xe2 x80 x99t this xe2 x80 xa6 ",4,45,business,1.43,3
81,2019-01-25 04:05:04,rt   biocon   q3fy19   another good quarter n n biologics and  formulations playing out beautifully with good qoq and yoy gro xe2 x80 xa6',7,0,sports,1.43,2
82,2019-01-25 04:03:52,rt  happy world  educationday!  nbe inspired by  call to change the world  ,797,0,sports,1.43,2
83,2019-01-25 03:57:15, don xe2 x80 x99t spread fake news  check your facts before daring to tweet  biocon has outperformed market ex xe2 x80 xa6 ,16,136,tech,1.43,4
84,2019-01-25 03:15:34,we need to influence mobility behaviour to get this ratio right ,13,84,sports,1.43,2
85,2019-01-25 03:10:45,      no excuse ',0,2,sports,1.43,2
86,2019-01-25 03:10:12,    yes i am aware n that is why ayushman bharat is a good initiative  but xe2 x80 xa6 ,0,0,tech,1.43,4
87,2019-01-25 03:07:45,     i absolutely condone medical malpractice n such doctors n xe2 x80 xa6 ,0,2,business,1.43,3
88,2019-01-25 03:04:56,"rt    is not just an entrepreneur and a pharma innovator, but also an active citizen on civic issues, a social media xe2 x80 xa6'",20,0,tech,1.43,4
89,2019-01-25 02:00:38,"    to answer your questions, it xe2 x80 x99s about realistic n viable pricing  ayus xe2 x80 xa6 ",0,0,tech,1.43,4
90,2019-01-25 01:55:36,    even nh is struggling with ayushman bharat rates that xe2 x80 x99s why ',0,2,business,1.43,3
91,2019-01-25 01:54:45,     it happens to me all the time when i reprimand peo xe2 x80 xa6 ,18,208,sports,1.43,2
92,2019-01-25 01:52:29, thank you  i hope my trolls who keep accusing me of being a lousy business woman would say that!',0,6,tech,1.43,4
93,2019-01-24 17:13:29,  excellent ',0,0,world,1.43,1
94,2019-01-24 17:12:54, comments like yours reflect ignorance i want ayushman bharat to succeed big time not fail after a year ',0,48,sports,1.43,2
95,2019-01-24 16:58:55,rt   3qwithcnbctv18   biocon q3 net profit at rs 217 2 cr vs cnbc tv18 poll of rs 165 cr ,7,0,business,1.43,3
96,2019-01-24 16:58:47,"rt   3qwithcnbctv18    beats cnbc tv18 expectations, posts net profit of rs 217 cr, up more than 30  compared t xe2 x80 xa6'",8,0,business,1.43,3
97,2019-01-24 16:57:54,rt   3qwithcnbctv18    q3 net profit shoots up to rs 217 cr compared to rs 92 cr in the same quarter last year  xe2 x80 xa6',2,0,business,1.43,3
98,2019-01-24 16:57:03,"rt  in a man's world  managed to pioneer biotechnology in india  join the discussion on women in the new world of w xe2 x80 xa6""",9,0,world,1.43,1
99,2019-01-24 16:52:40, i wish you were right ',2,11,sports,1.43,2
100,2019-01-24 16:50:08,         ,1,7,sports,1.43,2
101,2019-01-24 15:01:20,"rt   biocon delivers robust growth led by strong performance by all business segments   biologics revenue more than doubles, xe2 x80 xa6'",2,0,business,1.43,3
102,2019-01-24 15:01:05,"rt   cmdspeaks  on  biocon's  robust growth led by strong performance by all business segments  revenue at rs 1,56 xe2 x80 xa6""",10,0,business,1.43,3
103,2019-01-24 15:01:02,"rt   biocon delivers the highest ever  revenue and  profit growth in absolute terms in  q3fy19  revenue at rs 1,566 cr, up 4 xe2 x80 xa6'",17,0,business,1.43,3
104,2019-01-24 13:47:48,pleased to report strong q3 fy19 ,23,384,business,1.43,3
105,2019-01-24 12:44:41,"rt  does mental health make you uncomfortable? for those suffering from depression and anxiety, it can often feel like nobo xe2 x80 xa6'",55,0,tech,1.43,4
106,2019-01-24 12:34:11,this is what happens all over bengaluru!! ,127,748,sports,1.43,2
107,2019-01-24 11:36:09,"how a doctor xe2 x80 x99s innovative, portable bedside neonatal phototherapy unit is helping combat infant jaundice at half th xe2 x80 xa6 ",31,86,tech,1.43,4
108,2019-01-24 10:44:17,"availability of a scientific workforce, world class technology enterprises and investor friendly policies are behin xe2 x80 xa6 ",29,96,tech,1.43,4
109,2019-01-24 10:11:31,rt  a classic prodigy  needs proper tutelage and promotion         ,37,0,sports,1.43,2
110,2019-01-24 08:48:19,"rt  on  nationalgirlchildday let's take a pledge to educate and empower girls for an empowered nation   savegirlchild  betib xe2 x80 xa6""",11,0,world,1.43,1
111,2019-01-24 08:30:04,"interesting read! a comprehensive policy for neglected diseases research in india can foster  innovation in drugs, xe2 x80 xa6 ",14,55,tech,1.43,4
112,2019-01-24 06:51:53, artificialintelligence can be a huge boon in early detection of aggressive forms of  cancer  aiagainstcancer ,47,119,tech,1.43,4
113,2019-01-24 06:44:46,"rt  the theme for this year's  nationalgirlchildday xf0 x9f x91 xa7 is 'empowering girls for a brighter tomorrow'  here's an  infographic xe2 x80 xa6""",15,0,sports,1.43,2
114,2019-01-23 12:48:28,"air pollution may contribute to low levels of happiness among urban population, says study  goes to show the many d xe2 x80 xa6 ",19,64,tech,1.43,4
115,2019-01-23 12:41:41,     i am for affordable n sustainable healthcare',0,3,business,1.43,3
116,2019-01-23 09:31:45,    yes pls avoid pvt hospitals in future  pls build more govt hospitals like the one you r citing ',0,0,tech,1.43,4
117,2019-01-23 09:30:38,     pls avoid pvr hospitals in future ',0,0,world,1.43,1
118,2019-01-23 09:15:09,    there r always unethical outliers but let xe2 x80 x99s hope the majority r not  su xe2 x80 xa6 ,0,2,sports,1.43,2
119,2019-01-23 04:57:45,    ayushman has delivered on bringing the lower bpl families under h xe2 x80 xa6 ,0,1,world,1.43,1
120,2019-01-23 04:54:59,rt      until and unless healthcare becomes affordable and health insurance is rad xe2 x80 xa6',1,0,business,1.43,3
121,2019-01-23 04:54:23, you hv much to be proud of  wish you all the best on your next endeavour ',1,11,tech,1.43,4
122,2019-01-23 04:34:24,    it xe2 x80 x99s not about competing with govt hospitals but about business viability',0,0,business,1.43,3
123,2019-01-22 14:30:25,scientists  have created a robot that uses sensors embedded in a smart home to navigate through rooms and lead xe2 x80 xa6 ,25,103,tech,1.43,4
124,2019-01-22 13:23:49,scientists  have identified 2 compounds that can disrupt the signaling system in blood vessels that prote xe2 x80 xa6 ,14,54,tech,1.43,4
125,2019-01-22 12:27:23,rt         nthis is the reality of public sector hospitals in xe2 x80 xa6',8,0,business,1.43,3
126,2019-01-22 12:08:01,researchers at  iithyderabad have developed a new technique that may help deploy high volume artificial neural netw xe2 x80 xa6 ,8,35,tech,1.43,4
127,2019-01-22 08:25:00,"swiss scientists have developed tiny, smart robots that can swim through blood vessels enabling xe2 x80 xa6 ",33,100,tech,1.43,4
128,2019-01-22 07:30:48,    worst model to compare with',0,2,tech,1.43,4
129,2019-01-22 07:27:20,"nrega funds shd be used for housing for poor  this will create jobs, address poverty alleviation and inclusive econ xe2 x80 xa6 ",27,157,business,1.43,3
130,2019-01-22 07:09:18,    because it xe2 x80 x99s for the poor we must make ayushman bharat sustainabl xe2 x80 xa6 ,0,2,sports,1.43,2
131,2019-01-22 07:07:31, true ',0,3,tech,1.43,4
132,2019-01-22 07:07:06,    you don xe2 x80 x99t understand the challenge   ayushman bharat must be enabled to xe2 x80 xa6 ,0,5,tech,1.43,4
133,2019-01-22 06:49:25,       a good example is our antibiotic i xe2 x80 xa6 ,0,0,tech,1.43,4
134,2019-01-22 06:47:20,       pls live in your state of delusion xe2 x80 xa6 ,0,7,tech,1.43,4
135,2019-01-22 06:46:11,      that will kill healthcare if it is considered xe2 x80 xa6 ,3,16,tech,1.43,4
136,2019-01-22 06:28:48,"rt  did you think  highlights don't give you the complete picture? think again! infosys  ai highlights enables you to watch  ausop xe2 x80 xa6""",18,0,tech,1.43,4
137,2019-01-22 05:18:04,ayushman bharat is a great initiative but  n  must align affordability with viability of pric xe2 x80 xa6 ,20,58,tech,1.43,4
138,2019-01-22 05:14:14,    since you don xe2 x80 x99t know the reality i don xe2 x80 x99t want to comment',0,1,tech,1.43,4
139,2019-01-22 05:13:35, your statements r silly',0,0,tech,1.43,4
140,2019-01-22 05:13:15,   your comments are silly n unsubstantiated ',0,11,tech,1.43,4
141,2019-01-22 05:12:12,    you r confusing the issue  can xe2 x80 x99t discuss on twitter  affordable n viable hv to be aligned ',0,6,tech,1.43,4
142,2019-01-22 05:11:31,    ayushman bharat is a great model but needs to pay more for hospital s xe2 x80 xa6 ,0,2,business,1.43,3
143,2019-01-22 05:10:09,    it xe2 x80 x99s about the pricing of ayushman bharat thatbis unviable   govt ne xe2 x80 xa6 ,0,6,tech,1.43,4
144,2019-01-22 05:08:54,    you r being illogical  your lack of economic or business sense shows ',0,9,tech,1.43,4
145,2019-01-22 05:08:07,      why shd they if they? don xe2 x80 x99t we who r vested xe2 x80 xa6 ,0,2,sports,1.43,2
146,2019-01-22 05:07:11, you will be when u need hospitalisation',1,19,tech,1.43,4
147,2019-01-22 05:06:51,    that xe2 x80 x99s the problem we expect hospitals to be charitable institutions xe2 x80 xa6 ,0,20,tech,1.43,4
148,2019-01-22 05:05:37,    cheap compared to what?  have you stepped outside india for treatme xe2 x80 xa6 ,1,34,sports,1.43,2
149,2019-01-22 05:04:06,    then govt will have to build hospitals ',0,2,tech,1.43,4
150,2019-01-22 04:34:56,investors r moving away from hospital sector due to capital intensive n low margin business model   ayushman bharat xe2 x80 xa6 ,153,472,business,1.43,3
151,2019-01-22 04:31:34,rt  those were the days         three doordarshan era anchors recall what a dignified era of television news looked like ,22,0,world,1.43,1
152,2019-01-21 15:14:43,researchers  have developed a new brain training app that can help increase the users attention span  ,2,29,tech,1.43,4
153,2019-01-21 11:13:15,"interesting observations by  principal scientific advisor to goi, and sir mark walport, ceo of ukri xe2 x80 xa6 ",11,58,tech,1.43,4
154,2019-01-21 11:12:17,rt  join us in bioeconomy india conclave 2019 bengaluru on jan31   feb1 as we bring together 40 institutes from various govt xe2 x80 xa6',1,0,world,1.43,1
155,2019-01-21 11:11:45,  yes',0,3,world,1.43,1
156,2019-01-21 10:01:54,wealth of 9 richest indians equivalent to bottom 50  of country    shaming wealth creators is wrong  lifting the po xe2 x80 xa6 ,148,475,sports,1.43,2
157,2019-01-21 09:07:10,an aiims led multi institutional team of researchers have developed a machine learning algorithm to detect sepsis s xe2 x80 xa6 ,30,89,tech,1.43,4
158,2019-01-21 06:53:31,rt   funatwork   biocon believes that healthy employees are our most valuable asset  a  xe2 x80 x98fit  amp  fun xe2 x80 x99 aerobic program was orga xe2 x80 xa6',6,0,tech,1.43,4
159,2019-01-20 14:46:15,rt   icymi  we often wonder why  bengaluru roads are so bad  don xe2 x80 x99t we deserve better roads? n njoin  xe2 x81 xa6 cam xe2 x80 xa6',33,0,tech,1.43,4
160,2019-01-20 13:36:52,rt         ,35,0,sports,1.43,2
161,2019-01-20 13:35:56,rt  three trends leaders must navigate in a shifting geopolitical climate    politics xe2 x80 xa6',22,0,world,1.43,1
162,2019-01-20 13:34:43,that xe2 x80 x99s due to our flawed structure where fin min is not in synch with niti ayog or dipp  it dept has gone beserk n xe2 x80 xa6 ,125,319,tech,1.43,4
163,2019-01-20 13:12:17,     good suggestions from citizens from start up econom xe2 x80 xa6 ,19,63,sports,1.43,2
164,2019-01-20 12:44:37,"rt   xe2 x80 x9closartan is a safe, and inexpensive drug that would cost less than  1 a day while making a significant difference for pati xe2 x80 xa6'",391,0,business,1.43,3
165,2019-01-20 12:42:28,"rt  while   government is pushing  unfortunately  is busy slapping ""angel tax"" on startu xe2 x80 xa6'",116,0,business,1.43,3
166,2019-01-20 12:41:34,rt  yes if folks like you can get our science phd xe2 x80 x99s to start writing regularly it will be a good start! ,13,0,tech,1.43,4
167,2019-01-20 12:32:34,tiny indian state runs biggest assured income experiment  foreign media n,12,40,business,1.43,3
168,2019-01-20 12:07:31,good efforts by  bbmp and the ugly indians to beautify the underpasses in  bengaluru ,18,107,sports,1.43,2
169,2019-01-20 11:35:03,  pls let me know what the issues are',0,16,tech,1.43,4
170,2019-01-20 11:34:44,"rt  dear  ma xe2 x80 x99am, please support our researchers  cc   n n bengaluru  iisc  researchers  stipend  hikefellowsh xe2 x80 xa6'",12,0,tech,1.43,4
171,2019-01-20 07:52:23,"good to see the efforts of an ngo in bringing sustainable change in various areas like health  amp  hygiene, literacy, xe2 x80 xa6 ",8,40,business,1.43,3
172,2019-01-20 06:25:46,          ,2,4,sports,1.43,2
173,2019-01-20 05:51:09,according to a new report by  india ranks 3rd after us  amp  china with the highest penetration of  ai skills xe2 x80 xa6 ,128,423,business,1.43,3
174,2019-01-20 03:36:49,         ,0,1,sports,1.43,2
175,2019-01-20 03:34:05,rt      i xe2 x80 x99m sure u all wl be taking a step towards another sustainable project from  un xe2 x80 xa6',62,0,world,1.43,1
176,2019-01-19 09:44:16,rt  we speak with experts about the future of the chinese pharmaceutical industry  should the west be worried? check out ou xe2 x80 xa6',3,0,tech,1.43,4
177,2019-01-19 09:42:09,congrats on a very successful australia series  ,6,64,sports,1.43,2
178,2019-01-19 09:38:24,india has a huge job creation opportunity through building a start up economy that will propel gdp growth n provide xe2 x80 xa6 ,133,468,business,1.43,3
179,2019-01-19 09:34:21,       but the proble xe2 x80 xa6 ,7,41,sports,1.43,2
180,2019-01-19 07:10:49,"anushka posts special message for kohli, team india after odi series win n",6,57,sports,1.43,2
181,2019-01-19 06:05:03,"     forgive, reprimand n let them carry on  we cannot xe2 x80 xa6 ",18,159,world,1.43,1
182,2019-01-19 04:23:49,the insulin wars   via    this is how generic insulins r kept at bay by entrenched players it xe2 x80 x99s time  xe2 x81 xa6 xe2 x80 xa6 ,58,152,sports,1.43,2
183,2019-01-18 12:08:52,we need to talk about failure in the social sector   world economic forum   funding social enterprise shd not be me xe2 x80 xa6 ,5,49,tech,1.43,4
184,2019-01-18 07:20:08,"a startup incubated in  iitmadras is using solar technology to light up homes in remote villages, where electricity xe2 x80 xa6 ",34,136,tech,1.43,4
185,2019-01-17 15:30:59,the malign incompetence of the british ruling class    via  interesting read  ,5,39,tech,1.43,4
186,2019-01-17 10:14:53,good to see how a startup is finding innovative ways to teach  ai to children studying in government schools in vil xe2 x80 xa6 ,21,96,tech,1.43,4
187,2019-01-17 08:20:36,innovative! raised life foundation at  iitdelhi has developed a technology that uses  3dprinting to produce high qu xe2 x80 xa6 ,10,74,tech,1.43,4
188,2019-01-17 06:55:24,industry leaders give bengaluru xc2 xa0deputy chief minister their budget wish list  the new indian express  ,13,65,world,1.43,1
189,2019-01-16 13:19:08,"rt  in what is described as a coup for big data and a scientific first, a team of researchers used an insurance database of nea xe2 x80 xa6'",33,0,tech,1.43,4
190,2019-01-16 13:07:09,patients with type 2  diabetes should be prescribed exercise to control blood sugar  amp  improve heart health as seden xe2 x80 xa6 ,38,122,business,1.43,3
191,2019-01-16 11:31:43,researchers  have created  3dprinted scaffold that mimics central nervous system structures to show bioi xe2 x80 xa6 ,7,24,tech,1.43,4
192,2019-01-16 09:52:27,"rt  hon xe2 x80 x99ble deputy cm  amp  minister in charge of it, bt and s amp t,  wishes startups  amp  accelerators the best in the xe2 x80 xa6'",5,0,business,1.43,3
193,2019-01-16 09:45:06,"rt   maa'm, indore has been topping the list of cleanest city in india for last 2 years  you have to see from your eyes xe2 x80 xa6""",8,0,sports,1.43,2
194,2019-01-16 09:20:53,"rt  if you are a technocrat or an entrepreneur interested in understanding the political economy of technology, here's a we xe2 x80 xa6""",110,0,tech,1.43,4
195,2019-01-16 09:19:29,yes  mg road in situ pavements are the best option  ,2,21,sports,1.43,2
196,2019-01-16 09:17:33,indore ias officer clears 13 lakh tons garbage from 100 acres in 6 months  we need to clone this officer for every xe2 x80 xa6 ,564,1715,business,1.43,3
197,2019-01-16 09:15:54,study published in the journal of the american college of cardiology finds poor quality sleep increases risk of pla xe2 x80 xa6 ,12,30,business,1.43,3
198,2019-01-15 15:16:54,a team of researchers  show that av based consultations for follow up care can successfully replace xe2 x80 xa6 ,7,39,tech,1.43,4
199,2019-01-15 14:36:16,"rt  naturalist and ace photographer gowri varanashi from bengaluru initiated claw (climb like a woman), the first ever ind xe2 x80 xa6'",8,0,sports,1.43,2
200,2019-01-15 14:33:43,rt  on a recent  flt thre was a  xf0 x9f xa4 xa2 sick passenger continuously coughing 4 all d 3 hrs of the flt  my sincere  reques xe2 x80 xa6',66,0,sports,1.43,2
201,2019-01-15 12:19:00,launch of national clean air program  ncap is a welcome first step in  waragainstpollution  program is targeting 20 xe2 x80 xa6 ,18,80,tech,1.43,4
202,2019-01-15 11:37:27,"rt    chairperson and managing director, biocon ltd , visited biocon academy on 7 january 2019 to motivate the st xe2 x80 xa6'",14,0,sports,1.43,2
